Max,Int,"Vol energy density, W / mm3",Relative density
1.2240251865043945,1.174294016366324,1.2751340054645042,1
0.2062752048493718,0.1810984777064963,0.19127010081967566,0
4.510497285478876,4.832444828881238,5.100536021858017,0
0.35598149349312924,0.3128554716553464,0.41385928247532155,0
1.7336371170673595,1.6995607762788356,1.6554371299012862,1
1.6784894869804656,1.6348275512722301,1.6554371299012862,1
1.6051826946159484,1.8579161334760268,1.5301608065574053,1
0.842657371242686,0.8407051726425837,0.7650804032787026,1
0.8018836541562138,0.6845866603492337,0.8277185649506431,1
3.4394035030337595,4.1941934896597175,3.3108742598025724,1
1.6344914817617833,1.5205896123779021,1.6554371299012862,1
0.38806018246358925,0.37863126267438163,0.3825402016393513,0
6.432435045423645,4.832577999197456,6.621748519605145,0
3.0837084055685597,3.386335100172219,2.5502680109290083,1
1.347544574390767,1.3177837287143526,1.2751340054645042,1
2.3886239457959073,4.043592810923043,3.0603216131148105,1
6.328583273092333,4.832577999197456,6.621748519605145,0
0.7306079399574902,0.6988993987757391,0.6375670027322521,0
1.111359081570113,1.3361150992141406,0.7650804032787026,1
4.611420287308896,4.7757550353688725,3.3108742598025724,1
0.20621434525995766,0.18646619336902118,0.19127010081967566,0
0.8463132247355859,0.7898915131645298,0.8277185649506431,1
1.4760726419263437,1.3728777039741535,1.2751340054645042,1
1.491465675425327,1.3665910906077512,1.2751340054645042,1
1.5097186163116625,1.3746934329934781,1.2751340054645042,1
1.5551445850947785,1.4018478894987085,1.2751340054645042,1
1.5832104720760138,1.4370270984210674,1.2751340054645042,1
1.6128818885203624,1.460862482384501,1.2751340054645042,1
1.5587444214875215,1.4246098645872753,1.2751340054645042,1
1.513436583405787,1.3646478421874404,1.2751340054645042,1
1.5527220421561903,1.3947217096839246,1.2751340054645042,1
1.6008367701819255,1.4366152982677316,1.2751340054645042,1
1.6183809157133997,1.4488920443000797,1.2751340054645042,1
1.609114992980934,1.4499530325200207,1.2751340054645042,1
1.5873671834044416,1.4440025140028712,1.2751340054645042,1
1.551257145821633,1.3898612867182178,1.2751340054645042,1
1.5902417722115372,1.4287210989821009,1.2751340054645042,1
1.6149811126944662,1.450211232241783,1.2751340054645042,1
1.5934717224758566,1.4274967153916525,1.2751340054645042,1
1.569290682793246,1.410115204647588,1.2751340054645042,1
1.6454638681168754,1.507712178113468,1.2751340054645042,1
1.5967418272462754,1.4505781956466557,1.2751340054645042,1
1.6099306980287993,1.4596916640271564,1.2751340054645042,1
1.5881502904217484,1.4373069290476466,1.2751340054645042,1
1.551407403810233,1.402621401965754,1.2751340054645042,1
1.5412261784837191,1.403848079053204,1.2751340054645042,1
1.693144781974416,1.5891299501987404,1.2751340054645042,1
1.6406197119826689,1.5165892794349607,1.2751340054645042,1
1.6148003622813938,1.490228806534255,1.2751340054645042,1
1.58082825561909,1.4525424806037939,1.2751340054645042,1
1.5537480101390844,1.427621780366409,1.2751340054645042,1
1.572157147048077,1.4770717981822612,1.2751340054645042,1
1.6384281281650936,1.6028103350700513,1.2751340054645042,1
1.6618685952276793,1.5861034760166275,1.2751340054645042,1
1.625230638500035,1.5326542085272865,1.2751340054645042,1
1.5848956105071859,1.4920553953791014,1.2751340054645042,1
1.542662673469539,1.4660653452139734,1.6554371299012862,1
1.542025332972158,1.5031775314416869,1.2751340054645042,1
