Max,Int,"Vol energy density, W / mm3",Relative density
3.6577685080210225,4.257574606537162,2.552454243370051,1
0.7697288333300537,0.8871639099542182,0.7090150676027919,1
2.4051434297947765,2.6081196502756017,1.6864429822266405,1
1.7712300959383596,1.9436315342180863,1.2762271216850254,1
0.7760328427638732,0.8812888052402839,0.6381135608425127,1
0.8582771765662393,1.0675518409120905,0.7657362730110153,1
1.7348394248057222,1.9579548716727275,1.2762271216850254,1
1.6458197476029648,1.8747788658183357,1.2762271216850254,1
0.45770236755232263,0.5372642215499344,0.4684563839518447,0
1.9862959448608493,2.2223370828099687,1.6864429822266405,1
0.9859610860032257,1.1969928021283454,0.7657362730110153,1
0.2231830201996685,0.2688715131418034,0.21270452028083753,0
0.7860351646621796,0.9880448040977639,0.8508180811233501,1
4.835904541967747,4.4606377206234535,6.745771928906562,1
4.835901287015533,4.4606377206234535,6.745771928906562,1
0.22373915544427397,0.2699348413826795,0.21270452028083753,0
0.8058454066412969,0.9897878099556043,0.8508180811233501,1
4.186657361212742,4.460508107738307,3.0629450920440613,0
2.225221019808105,2.491182930232422,1.6864429822266405,1
0.46873771951236215,0.5454593745670502,0.4684563839518447,0
4.150848649605819,4.460349382384803,3.0629450920440613,0
1.0012088956910967,1.2491699076406777,0.7657362730110153,1
0.9967958021430811,1.0970156638312014,0.8432214911133202,1
1.05675085707735,1.2029386133294961,0.9369127679036894,1
0.43602569558301413,0.5308341905977677,0.38286813650550766,0
4.782038063041584,4.46063602437541,3.372885964453281,1
4.8314387144911555,4.4606377206234535,5.104908486740102,1
1.487116802256896,1.6998721571085782,1.2762271216850254,1
1.6810923936311217,1.9272102566079061,1.4180301352055837,1
0.42626036785795784,0.5169987668793775,0.42540904056167506,0
1.7800836255941674,2.2905528719562915,1.5314725460220306,1
2.0355228244271366,2.5830186421402206,1.5314725460220306,1
0.3727920572239182,0.4489979074665981,0.35450753380139594,0
0.554136343941852,0.7304486194925437,0.5104908486740102,0
0.7285350750653781,0.9273292289048037,0.6381135608425127,0
0.6568122120651536,0.7603916090330731,0.6381135608425127,1
0.7054444745953791,0.8085348836758224,0.6381135608425127,1
0.6990545408346317,0.8120337534886051,0.6716984850973817,1
0.786156500909687,0.9066968262105759,0.6716984850973818,1
0.7679306463093747,0.8943348860070628,0.7090150676027919,1
3.747143448831955,4.36326385720379,2.552454243370051,1
0.9807075668084381,1.1211611473333052,0.750721836285309,1
0.8328505745354525,0.9383070031047636,0.709015067602792,1
0.7945456192090667,0.9150832475780971,0.750721836285309,1
0.8813651436274753,1.0555293945298378,0.7657362730110153,1
0.886339916559275,1.0097937649717308,0.7976419510531411,1
2.503514725878192,2.78694442174496,1.823181602407179,1
0.9698308079317787,1.079401547052232,0.7976419510531408,1
1.7179390209775458,1.8815173771549059,1.2762271216850254,1
1.1020829356227897,1.249039871864723,0.8933589851795177,1
1.7530758879146562,1.9456074867714757,1.2762271216850254,1
4.1641511128366435,4.459734516877503,2.552454243370051,1
3.1376474238314604,3.6480310153709925,2.1270452028083757,1
2.456298239931457,2.661237588453939,1.7867179703590355,1
1.2931827544077594,1.4468524641656724,1.0209816973480204,1
2.4722096614734763,2.685581642086781,1.659095258190533,1
1.4646304511353665,1.6340457789723897,1.1486044095165227,1
1.66195992837269,1.8235191986725068,1.2762271216850254,1
3.347802782520613,3.740654264771256,2.1270452028083757,1
1.866693104043128,2.063003617508761,1.418030135205584,1
1.9795676046939745,2.1692610478468937,1.4038498338535277,1
1.6999130002146814,1.8660411492305407,1.2762271216850254,1
1.7172731057918296,1.8784607175884664,1.2762271216850254,1
2.7259792219167,3.0154644998012947,1.8231816024071792,1
2.307027471253246,2.5613730400118633,1.5314725460220306,1
2.3132346663793353,2.559283954469548,1.5952839021062817,1
2.030746837102844,2.234803692796154,1.4180301352055837,1
2.3001081880344887,2.499225972019144,1.5952839021062821,1
1.7014666681866837,1.872621897510592,1.2762271216850254,1
1.5745118979729635,1.764069176443831,1.2762271216850254,1
1.6232457893833636,1.7981562339853179,1.2762271216850254,1
1.6640215484007872,1.832581281075829,1.2762271216850254,1
1.7007700329388142,1.868220638098532,1.2762271216850254,1
1.703890820020218,1.8781575541933542,1.2762271216850254,1
1.704222110925286,1.8785784050534946,1.2762271216850254,1
1.663042398199097,1.8431563162825138,1.2762271216850254,1
1.6625912059866954,1.823992036741749,1.2762271216850254,1
1.7135352244219368,1.8759645580064848,1.2762271216850254,1
1.7574858559964068,1.9216499157960716,1.2762271216850254,1
1.7540160856208211,1.9174519338763294,1.2762271216850254,1
1.7202727979578067,1.8853977718537462,1.2762271216850254,1
1.704915096974198,1.8822606920560963,1.2762271216850254,1
1.7012926341639956,1.8618812541316951,1.2762271216850254,1
1.7499559641456932,1.915820885980495,1.2762271216850254,1
1.7786739051408726,1.9409385619579673,1.2762271216850254,1
1.7461822878040125,1.9058504105403493,1.2762271216850254,1
1.7016126914125684,1.862974294343438,1.2762271216850254,1
1.7390008735914897,1.9254957510720112,1.2762271216850254,1
1.7414888687669317,1.9162139908712688,1.2762271216850254,1
1.7746817042583964,1.947152984989696,1.2762271216850254,1
1.7651423799659463,1.9330223468633336,1.2762271216850254,1
1.7191261914664329,1.88345209294276,1.2762271216850254,1
1.6824040960653077,1.8488078352244923,1.2762271216850254,1
1.7542814241086446,1.9637889110442888,1.2762271216850254,1
1.7606358626103256,1.9541093218166024,1.2762271216850254,1
1.757885039095694,1.9449519373547086,1.2762271216850254,1
1.7479762894414324,1.9258308120706884,1.2762271216850254,1
1.710359288616543,1.8893736228063682,1.2762271216850254,1
1.6651177087306355,1.8519641333063777,1.2762271216850254,1
1.7499781434876072,1.9979710459253612,1.2762271216850254,1
1.7457270432440994,1.9722609331687928,1.2762271216850254,1
1.7229941756262421,1.9590900824352298,1.2762271216850254,1
1.7063185711916162,1.9681321764850126,1.2762271216850254,1
1.6539863715879541,1.904284181353182,1.2762271216850254,1
1.61026406256063,1.847646576201511,1.2762271216850254,1
